FIPS,Name,State,County Name,Final County Name
24015,Cecil,MD,Cecil County,Cecil County
24017,Charles,MD,Charles County,Charles County
24019,Dorchester,MD,Dorchester County,Dorchester County
24021,Frederick,MD,Frederick County,Frederick County
24023,Garrett,MD,Garrett County,Garrett County
24025,Harford,MD,Harford County,Harford County
24027,Howard,MD,Howard County,Howard County
24029,Kent,MD,Kent County,Kent County
24031,Montgomery,MD,Montgomery County,Montgomery County
24033,Prince Georges,MD,Prince Georges County,Prince Georges County
24035,Queen Annes,MD,Queen Annes County,Queen Annes County
24037,St Marys,MD,St Marys County,St Marys County
24039,Somerset,MD,Somerset County,Somerset County
24041,Talbot,MD,Talbot County,Talbot County
24043,Washington,MD,Washington County,Washington County
24045,Wicomico,MD,Wicomico County,Wicomico County
24047,Worcester,MD,Worcester County,Worcester County
24510,Baltimore City,MD,Baltimore City County,Baltimore City County
25001,Barnstable,MA,Barnstable County,Barnstable County
25003,Berkshire,MA,Berkshire County,Berkshire County
25005,Bristol,MA,Bristol County,Bristol County
25007,Dukes,MA,Dukes County,Dukes County
25009,Essex,MA,Essex County,Essex County
25011,Franklin,MA,Franklin County,Franklin County
25013,Hampden,MA,Hampden County,Hampden County
25015,Hampshire,MA,Hampshire County,Hampshire County
25017,Middlesex,MA,Middlesex County,Middlesex County
25019,Nantucket,MA,Nantucket County,Nantucket County
25021,Norfolk,MA,Norfolk County,Norfolk County
25023,Plymouth,MA,Plymouth County,Plymouth County
25025,Suffolk,MA,Suffolk County,Suffolk County
25027,Worcester,MA,Worcester County,Worcester County
26001,Alcona,MI,Alcona County,Alcona County
26003,Alger,MI,Alger County,Alger County
26005,Allegan,MI,Allegan County,Allegan County
26007,Alpena,MI,Alpena County,Alpena County
26009,Antrim,MI,Antrim County,Antrim County
26011,Arenac,MI,Arenac County,Arenac County
26013,Baraga,MI,Baraga County,Baraga County
26015,Barry,MI,Barry County,Barry County
26017,Bay,MI,Bay County,Bay County
26019,Benzie,MI,Benzie County,Benzie County
26021,Berrien,MI,Berrien County,Berrien County
26023,Branch,MI,Branch County,Branch County
26025,Calhoun,MI,Calhoun County,Calhoun County
26027,Cass,MI,Cass County,Cass County
26029,Charlevoix,MI,Charlevoix County,Charlevoix County
26031,Cheboygan,MI,Cheboygan County,Cheboygan County
26033,Chippewa,MI,Chippewa County,Chippewa County
26035,Clare,MI,Clare County,Clare County
26037,Clinton,MI,Clinton County,Clinton County
26039,Crawford,MI,Crawford County,Crawford County
26041,Delta,MI,Delta County,Delta County
26043,Dickinson,MI,Dickinson County,Dickinson County
26045,Eaton,MI,Eaton County,Eaton County
26047,Emmet,MI,Emmet County,Emmet County
26049,Genesee,MI,Genesee County,Genesee County
26051,Gladwin,MI,Gladwin County,Gladwin County
26053,Gogebic,MI,Gogebic County,Gogebic County
26055,Grand Traverse,MI,Grand Traverse County,Grand Traverse County
26057,Gratiot,MI,Gratiot County,Gratiot County
26059,Hillsdale,MI,Hillsdale County,Hillsdale County
26061,Houghton,MI,Houghton County,Houghton County
26063,Huron,MI,Huron County,Huron County
26065,Ingham,MI,Ingham County,Ingham County
26067,Ionia,MI,Ionia County,Ionia County
26069,Iosco,MI,Iosco County,Iosco County
26071,Iron,MI,Iron County,Iron County
26073,Isabella,MI,Isabella County,Isabella County
26075,Jackson,MI,Jackson County,Jackson County
26077,Kalamazoo,MI,Kalamazoo County,Kalamazoo County
26079,Kalkaska,MI,Kalkaska County,Kalkaska County
26081,Kent,MI,Kent County,Kent County
26083,Keweenaw,MI,Keweenaw County,Keweenaw County
26085,Lake,MI,Lake County,Lake County
26087,Lapeer,MI,Lapeer County,Lapeer County
26089,Leelanau,MI,Leelanau County,Leelanau County
26091,Lenawee,MI,Lenawee County,Lenawee County
26093,Livingston,MI,Livingston County,Livingston County
26095,Luce,MI,Luce County,Luce County
26097,Mackinac,MI,Mackinac County,Mackinac County
26099,Macomb,MI,Macomb County,Macomb County
26101,Manistee,MI,Manistee County,Manistee County
26103,Marquette,MI,Marquette County,Marquette County
26105,Mason,MI,Mason County,Mason County
26107,Mecosta,MI,Mecosta County,Mecosta County
26109,Menominee,MI,Menominee County,Menominee County
26111,Midland,MI,Midland County,Midland County
26113,Missaukee,MI,Missaukee County,Missaukee County
26115,Monroe,MI,Monroe County,Monroe County
26117,Montcalm,MI,Montcalm County,Montcalm County
26119,Montmorency,MI,Montmorency County,Montmorency County
26121,Muskegon,MI,Muskegon County,Muskegon County
26123,Newaygo,MI,Newaygo County,Newaygo County
26125,Oakland,MI,Oakland County,Oakland County
26127,Oceana,MI,Oceana County,Oceana County
26129,Ogemaw,MI,Ogemaw County,Ogemaw County
26131,Ontonagon,MI,Ontonagon County,Ontonagon County
26133,Osceola,MI,Osceola County,Osceola County
26135,Oscoda,MI,Oscoda County,Oscoda County
26137,Otsego,MI,Otsego County,Otsego County
26139,Ottawa,MI,Ottawa County,Ottawa County
26141,Presque Isle,MI,Presque Isle County,Presque Isle County
26143,Roscommon,MI,Roscommon County,Roscommon County
26145,Saginaw,MI,Saginaw County,Saginaw County
26147,St Clair,MI,St Clair County,St Clair County
26149,St Joseph,MI,St Joseph County,St Joseph County
26151,Sanilac,MI,Sanilac County,Sanilac County
26153,Schoolcraft,MI,Schoolcraft County,Schoolcraft County
26155,Shiawassee,MI,Shiawassee County,Shiawassee County
26157,Tuscola,MI,Tuscola County,Tuscola County
26159,Van Buren,MI,Van Buren County,Van Buren County
26161,Washtenaw,MI,Washtenaw County,Washtenaw County
26163,Wayne,MI,Wayne County,Wayne County
26165,Wexford,MI,Wexford County,Wexford County
27001,Aitkin,MN,Aitkin County,Aitkin County
27003,Anoka,MN,Anoka County,Anoka County
27005,Becker,MN,Becker County,Becker County
27007,Beltrami,MN,Beltrami County,Beltrami County
27009,Benton,MN,Benton County,Benton County
27011,Big Stone,MN,Big Stone County,Big Stone County
27013,Blue Earth,MN,Blue Earth County,Blue Earth County
27015,Brown,MN,Brown County,Brown County
27017,Carlton,MN,Carlton County,Carlton County
27019,Carver,MN,Carver County,Carver County
27021,Cass,MN,Cass County,Cass County
27023,Chippewa,MN,Chippewa County,Chippewa County
27025,Chisago,MN,Chisago County,Chisago County
27027,Clay,MN,Clay County,Clay County
27029,Clearwater,MN,Clearwater County,Clearwater County
27031,Cook,MN,Cook County,Cook County
27033,Cottonwood,MN,Cottonwood County,Cottonwood County
27035,Crow Wing,MN,Crow Wing County,Crow Wing County
27037,Dakota,MN,Dakota County,Dakota County
27039,Dodge,MN,Dodge County,Dodge County
27041,Douglas,MN,Douglas County,Douglas County
27043,Faribault,MN,Faribault County,Faribault County
27045,Fillmore,MN,Fillmore County,Fillmore County
27047,Freeborn,MN,Freeborn County,Freeborn County
27049,Goodhue,MN,Goodhue County,Goodhue County
27051,Grant,MN,Grant County,Grant County
27053,Hennepin,MN,Hennepin County,Hennepin County
27055,Houston,MN,Houston County,Houston County
27057,Hubbard,MN,Hubbard County,Hubbard County
27059,Isanti,MN,Isanti County,Isanti County
27061,Itasca,MN,Itasca County,Itasca County
27063,Jackson,MN,Jackson County,Jackson County
27065,Kanabec,MN,Kanabec County,Kanabec County
27067,Kandiyohi,MN,Kandiyohi County,Kandiyohi County
27069,Kittson,MN,Kittson County,Kittson County
27071,Koochiching,MN,Koochiching County,Koochiching County
27073,Lac qui Parle,MN,Lac qui Parle County,Lac qui Parle County
27075,Lake,MN,Lake County,Lake County
27077,Lake of the Woods,MN,Lake of the Woods County,Lake of the Woods County
27079,Le Sueur,MN,Le Sueur County,Le Sueur County
27081,Lincoln,MN,Lincoln County,Lincoln County
27083,Lyon,MN,Lyon County,Lyon County
27085,McLeod,MN,McLeod County,McLeod County
27087,Mahnomen,MN,Mahnomen County,Mahnomen County
27089,Marshall,MN,Marshall County,Marshall County
27091,Martin,MN,Martin County,Martin County
27093,Meeker,MN,Meeker County,Meeker County
27095,Mille Lacs,MN,Mille Lacs County,Mille Lacs County
27097,Morrison,MN,Morrison County,Morrison County
27099,Mower,MN,Mower County,Mower County
27101,Murray,MN,Murray County,Murray County
27103,Nicollet,MN,Nicollet County,Nicollet County
27105,Nobles,MN,Nobles County,Nobles County
27107,Norman,MN,Norman County,Norman County
27109,Olmsted,MN,Olmsted County,Olmsted County
27111,Otter Tail,MN,Otter Tail County,Otter Tail County
27113,Pennington,MN,Pennington County,Pennington County
27115,Pine,MN,Pine County,Pine County
27117,Pipestone,MN,Pipestone County,Pipestone County
27119,Polk,MN,Polk County,Polk County
27121,Pope,MN,Pope County,Pope County
27123,Ramsey,MN,Ramsey County,Ramsey County
27125,Red Lake,MN,Red Lake County,Red Lake County
27127,Redwood,MN,Redwood County,Redwood County
27129,Renville,MN,Renville County,Renville County
27131,Rice,MN,Rice County,Rice County
27133,Rock,MN,Rock County,Rock County
27135,Roseau,MN,Roseau County,Roseau County
27137,St Louis,MN,St Louis County,St Louis County
27139,Scott,MN,Scott County,Scott County
27141,Sherburne,MN,Sherburne County,Sherburne County
27143,Sibley,MN,Sibley County,Sibley County
27145,Stearns,MN,Stearns County,Stearns County
27147,Steele,MN,Steele County,Steele County
27149,Stevens,MN,Stevens County,Stevens County
27151,Swift,MN,Swift County,Swift County
27153,Todd,MN,Todd County,Todd County
27155,Traverse,MN,Traverse County,Traverse County
27157,Wabasha,MN,Wabasha County,Wabasha County
27159,Wadena,MN,Wadena County,Wadena County
27161,Waseca,MN,Waseca County,Waseca County
27163,Washington,MN,Washington County,Washington County
27165,Watonwan,MN,Watonwan County,Watonwan County
27167,Wilkin,MN,Wilkin County,Wilkin County
27169,Winona,MN,Winona County,Winona County
27171,Wright,MN,Wright County,Wright County
27173,Yellow Medicine,MN,Yellow Medicine County,Yellow Medicine County
28001,Adams,MS,Adams County,Adams County
28003,Alcorn,MS,Alcorn County,Alcorn County
28005,Amite,MS,Amite County,Amite County
28007,Attala,MS,Attala County,Attala County
28009,Benton,MS,Benton County,Benton County
28011,Bolivar,MS,Bolivar County,Bolivar County
28013,Calhoun,MS,Calhoun County,Calhoun County
28015,Carroll,MS,Carroll County,Carroll County
28017,Chickasaw,MS,Chickasaw County,Chickasaw County
28019,Choctaw,MS,Choctaw County,Choctaw County
28021,Claiborne,MS,Claiborne County,Claiborne County
28023,Clarke,MS,Clarke County,Clarke County
28025,Clay,MS,Clay County,Clay County
28027,Coahoma,MS,Coahoma County,Coahoma County
28029,Copiah,MS,Copiah County,Copiah County
28031,Covington,MS,Covington County,Covington County
28033,De Soto,MS,De Soto County,De Soto County
28035,Forrest,MS,Forrest County,Forrest County
28037,Franklin,MS,Franklin County,Franklin County
28039,George,MS,George County,George County
28041,Greene,MS,Greene County,Greene County
28043,Grenada,MS,Grenada County,Grenada County
28045,Hancock,MS,Hancock County,Hancock County
28047,Harrison,MS,Harrison County,Harrison County
28049,Hinds,MS,Hinds County,Hinds County
28051,Holmes,MS,Holmes County,Holmes County
28053,Humphreys,MS,Humphreys County,Humphreys County
28055,Issaquena,MS,Issaquena County,Issaquena County
28057,Itawamba,MS,Itawamba County,Itawamba County
28059,Jackson,MS,Jackson County,Jackson County
28061,Jasper,MS,Jasper County,Jasper County
28063,Jefferson,MS,Jefferson County,Jefferson County
28065,Jefferson Davis,MS,Jefferson Davis County,Jefferson Davis County
28067,Jones,MS,Jones County,Jones County
28069,Kemper,MS,Kemper County,Kemper County
28071,Lafayette,MS,Lafayette County,Lafayette County
28073,Lamar,MS,Lamar County,Lamar County
28075,Lauderdale,MS,Lauderdale County,Lauderdale County
28077,Lawrence,MS,Lawrence County,Lawrence County
28079,Leake,MS,Leake County,Leake County
28081,Lee,MS,Lee County,Lee County
28083,Leflore,MS,Leflore County,Leflore County
28085,Lincoln,MS,Lincoln County,Lincoln County
28087,Lowndes,MS,Lowndes County,Lowndes County
28089,Madison,MS,Madison County,Madison County
28091,Marion,MS,Marion County,Marion County
28093,Marshall,MS,Marshall County,Marshall County
28095,Monroe,MS,Monroe County,Monroe County
28097,Montgomery,MS,Montgomery County,Montgomery County
28099,Neshoba,MS,Neshoba County,Neshoba County
28101,Newton,MS,Newton County,Newton County
28103,Noxubee,MS,Noxubee County,Noxubee County
28105,Oktibbeha,MS,Oktibbeha County,Oktibbeha County
28107,Panola,MS,Panola County,Panola County
28109,Pearl River,MS,Pearl River County,Pearl River County
28111,Perry,MS,Perry County,Perry County
28113,Pike,MS,Pike County,Pike County
28115,Pontotoc,MS,Pontotoc County,Pontotoc County
28117,Prentiss,MS,Prentiss County,Prentiss County
28119,Quitman,MS,Quitman County,Quitman County
28121,Rankin,MS,Rankin County,Rankin County
28123,Scott,MS,Scott County,Scott County
28125,Sharkey,MS,Sharkey County,Sharkey County
28127,Simpson,MS,Simpson County,Simpson County
28129,Smith,MS,Smith County,Smith County
28131,Stone,MS,Stone County,Stone County
28133,Sunflower,MS,Sunflower County,Sunflower County
28135,Tallahatchie,MS,Tallahatchie County,Tallahatchie County
28137,Tate,MS,Tate County,Tate County
28139,Tippah,MS,Tippah County,Tippah County
28141,Tishomingo,MS,Tishomingo County,Tishomingo County
28143,Tunica,MS,Tunica County,Tunica County
28145,Union,MS,Union County,Union County
28147,Walthall,MS,Walthall County,Walthall County
28149,Warren,MS,Warren County,Warren County
28151,Washington,MS,Washington County,Washington County
28153,Wayne,MS,Wayne County,Wayne County
28155,Webster,MS,Webster County,Webster County
28157,Wilkinson,MS,Wilkinson County,Wilkinson County
28159,Winston,MS,Winston County,Winston County
28161,Yalobusha,MS,Yalobusha County,Yalobusha County
28163,Yazoo,MS,Yazoo County,Yazoo County
29001,Adair,MO,Adair County,Adair County
29003,Andrew,MO,Andrew County,Andrew County
29005,Atchison,MO,Atchison County,Atchison County
29007,Audrain,MO,Audrain County,Audrain County
29009,Barry,MO,Barry County,Barry County
29011,Barton,MO,Barton County,Barton County
29013,Bates,MO,Bates County,Bates County
29015,Benton,MO,Benton County,Benton County
29017,Bollinger,MO,Bollinger County,Bollinger County
29019,Boone,MO,Boone County,Boone County
29021,Buchanan,MO,Buchanan County,Buchanan County
29023,Butler,MO,Butler County,Butler County
29025,Caldwell,MO,Caldwell County,Caldwell County
29027,Callaway,MO,Callaway County,Callaway County
29029,Camden,MO,Camden County,Camden County
29031,Cape Girardeau,MO,Cape Girardeau County,Cape Girardeau County
29033,Carroll,MO,Carroll County,Carroll County
29035,Carter,MO,Carter County,Carter County
29037,Cass,MO,Cass County,Cass County
29039,Cedar,MO,Cedar County,Cedar County
29041,Chariton,MO,Chariton County,Chariton County
29043,Christian,MO,Christian County,Christian County
29045,Clark,MO,Clark County,Clark County
29047,Clay,MO,Clay County,Clay County
29049,Clinton,MO,Clinton County,Clinton County
29051,Cole,MO,Cole County,Cole County
29053,Cooper,MO,Cooper County,Cooper County
29055,Crawford,MO,Crawford County,Crawford County
29057,Dade,MO,Dade County,Dade County
29059,Dallas,MO,Dallas County,Dallas County
29061,Daviess,MO,Daviess County,Daviess County
29063,De Kalb,MO,De Kalb County,De Kalb County
29065,Dent,MO,Dent County,Dent County
29067,Douglas,MO,Douglas County,Douglas County
29069,Dunklin,MO,Dunklin County,Dunklin County
29071,Franklin,MO,Franklin County,Franklin County
29073,Gasconade,MO,Gasconade County,Gasconade County
29075,Gentry,MO,Gentry County,Gentry County
29077,Greene,MO,Greene County,Greene County
29079,Grundy,MO,Grundy County,Grundy County
29081,Harrison,MO,Harrison County,Harrison County
29083,Henry,MO,Henry County,Henry County
29085,Hickory,MO,Hickory County,Hickory County
29087,Holt,MO,Holt County,Holt County
29089,Howard,MO,Howard County,Howard County
29091,Howell,MO,Howell County,Howell County
29093,Iron,MO,Iron County,Iron County
29095,Jackson,MO,Jackson County,Jackson County
29097,Jasper,MO,Jasper County,Jasper County
29099,Jefferson,MO,Jefferson County,Jefferson County
29101,Johnson,MO,Johnson County,Johnson County
29103,Knox,MO,Knox County,Knox County
29105,Laclede,MO,Laclede County,Laclede County
29107,Lafayette,MO,Lafayette County,Lafayette County
29109,Lawrence,MO,Lawrence County,Lawrence County
29111,Lewis,MO,Lewis County,Lewis County
29113,Lincoln,MO,Lincoln County,Lincoln County
29115,Linn,MO,Linn County,Linn County
29117,Livingston,MO,Livingston County,Livingston County
29119,McDonald,MO,McDonald County,McDonald County
29121,Macon,MO,Macon County,Macon County
29123,Madison,MO,Madison County,Madison County
29125,Maries,MO,Maries County,Maries County
29127,Marion,MO,Marion County,Marion County
29129,Mercer,MO,Mercer County,Mercer County
29131,Miller,MO,Miller County,Miller County
29133,Mississippi,MO,Mississippi County,Mississippi County
29135,Moniteau,MO,Moniteau County,Moniteau County
29137,Monroe,MO,Monroe County,Monroe County
29139,Montgomery,MO,Montgomery County,Montgomery County
29141,Morgan,MO,Morgan County,Morgan County
29143,New Madrid,MO,New Madrid County,New Madrid County
29145,Newton,MO,Newton County,Newton County
29147,Nodaway,MO,Nodaway County,Nodaway County
29149,Oregon,MO,Oregon County,Oregon County
29151,Osage,MO,Osage County,Osage County
29153,Ozark,MO,Ozark County,Ozark County
29155,Pemiscot,MO,Pemiscot County,Pemiscot County
29157,Perry,MO,Perry County,Perry County
29159,Pettis,MO,Pettis County,Pettis County
29161,Phelps,MO,Phelps County,Phelps County
29163,Pike,MO,Pike County,Pike County
29165,Platte,MO,Platte County,Platte County
29167,Polk,MO,Polk County,Polk County
29169,Pulaski,MO,Pulaski County,Pulaski County
29171,Putnam,MO,Putnam County,Putnam County
29173,Ralls,MO,Ralls County,Ralls County
29175,Randolph,MO,Randolph County,Randolph County
29177,Ray,MO,Ray County,Ray County
29179,Reynolds,MO,Reynolds County,Reynolds County
29181,Ripley,MO,Ripley County,Ripley County
29183,St Charles,MO,St Charles County,St Charles County
29185,St Clair,MO,St Clair County,St Clair County
29186,Ste. Genevieve,MO,Ste. Genevieve County,Ste. Genevieve County
29187,St Francois,MO,St Francois County,St Francois County
29189,St Louis,MO,St Louis County,St Louis County
29195,Saline,MO,Saline County,Saline County
29197,Schuyler,MO,Schuyler County,Schuyler County
29199,Scotland,MO,Scotland County,Scotland County
29201,Scott,MO,Scott County,Scott County
29203,Shannon,MO,Shannon County,Shannon County
29205,Shelby,MO,Shelby County,Shelby County
29207,Stoddard,MO,Stoddard County,Stoddard County
29209,Stone,MO,Stone County,Stone County
29211,Sullivan,MO,Sullivan County,Sullivan County
29213,Taney,MO,Taney County,Taney County
29215,Texas,MO,Texas County,Texas County
29217,Vernon,MO,Vernon County,Vernon County
29219,Warren,MO,Warren County,Warren County
29221,Washington,MO,Washington County,Washington County
29223,Wayne,MO,Wayne County,Wayne County
29225,Webster,MO,Webster County,Webster County
29227,Worth,MO,Worth County,Worth County
29229,Wright,MO,Wright County,Wright County
29510,St Louis City,MO,St Louis City County,St Louis City County
30001,Beaverhead,MT,Beaverhead County,Beaverhead County
30003,Big Horn,MT,Big Horn County,Big Horn County
30005,Blaine,MT,Blaine County,Blaine County
30007,Broadwater,MT,Broadwater County,Broadwater County
30009,Carbon,MT,Carbon County,Carbon County
30011,Carter,MT,Carter County,Carter County
30013,Cascade,MT,Cascade County,Cascade County
30015,Chouteau,MT,Chouteau County,Chouteau County
30017,Custer,MT,Custer County,Custer County
30019,Daniels,MT,Daniels County,Daniels County
30021,Dawson,MT,Dawson County,Dawson County
30023,Deer Lodge,MT,Deer Lodge County,Deer Lodge County
30025,Fallon,MT,Fallon County,Fallon County
30027,Fergus,MT,Fergus County,Fergus County
30029,Flathead,MT,Flathead County,Flathead County
30031,Gallatin,MT,Gallatin County,Gallatin County
30033,Garfield,MT,Garfield County,Garfield County
30035,Glacier,MT,Glacier County,Glacier County
30037,Golden Valley,MT,Golden Valley County,Golden Valley County
30039,Granite,MT,Granite County,Granite County
30041,Hill,MT,Hill County,Hill County
30043,Jefferson,MT,Jefferson County,Jefferson County
30045,Judith Basin,MT,Judith Basin County,Judith Basin County
30047,Lake,MT,Lake County,Lake County
30049,Lewis and Clark,MT,Lewis and Clark County,Lewis and Clark County
30051,Liberty,MT,Liberty County,Liberty County
30053,Lincoln,MT,Lincoln County,Lincoln County
30055,McCone,MT,McCone County,McCone County
30057,Madison,MT,Madison County,Madison County
30059,Meagher,MT,Meagher County,Meagher County
30061,Mineral,MT,Mineral County,Mineral County
30063,Missoula,MT,Missoula County,Missoula County
30065,Musselshell,MT,Musselshell County,Musselshell County
30067,Park,MT,Park County,Park County
30069,Petroleum,MT,Petroleum County,Petroleum County
30071,Phillips,MT,Phillips County,Phillips County
30073,Pondera,MT,Pondera County,Pondera County
30075,Powder River,MT,Powder River County,Powder River County
30077,Powell,MT,Powell County,Powell County
30079,Prairie,MT,Prairie County,Prairie County
30081,Ravalli,MT,Ravalli County,Ravalli County
30083,Richland,MT,Richland County,Richland County
30085,Roosevelt,MT,Roosevelt County,Roosevelt County
30087,Rosebud,MT,Rosebud County,Rosebud County
30089,Sanders,MT,Sanders County,Sanders County
30091,Sheridan,MT,Sheridan County,Sheridan County
30093,Silver Bow,MT,Silver Bow County,Silver Bow County
30095,Stillwater,MT,Stillwater County,Stillwater County
30097,Sweet Grass,MT,Sweet Grass County,Sweet Grass County
30099,Teton,MT,Teton County,Teton County
30101,Toole,MT,Toole County,Toole County
30103,Treasure,MT,Treasure County,Treasure County
30105,Valley,MT,Valley County,Valley County
30107,Wheatland,MT,Wheatland County,Wheatland County
30109,Wibaux,MT,Wibaux County,Wibaux County
30111,Yellowstone,MT,Yellowstone County,Yellowstone County
30113,Yellowstone Nat Park,MT,Yellowstone Nat Park County,Yellowstone Nat Park County
31001,Adams,NE,Adams County,Adams County
31003,Antelope,NE,Antelope County,Antelope County
31005,Arthur,NE,Arthur County,Arthur County
31007,Banner,NE,Banner County,Banner County
31009,Blaine,NE,Blaine County,Blaine County
31011,Boone,NE,Boone County,Boone County
31013,Box Butte,NE,Box Butte County,Box Butte County
31015,Boyd,NE,Boyd County,Boyd County
31017,Brown,NE,Brown County,Brown County
31019,Buffalo,NE,Buffalo County,Buffalo County
31021,Burt,NE,Burt County,Burt County
31023,Butler,NE,Butler County,Butler County
31025,Cass,NE,Cass County,Cass County
31027,Cedar,NE,Cedar County,Cedar County
31029,Chase,NE,Chase County,Chase County
31031,Cherry,NE,Cherry County,Cherry County
31033,Cheyenne,NE,Cheyenne County,Cheyenne County
31035,Clay,NE,Clay County,Clay County
31037,Colfax,NE,Colfax County,Colfax County
31039,Cuming,NE,Cuming County,Cuming County
31041,Custer,NE,Custer County,Custer County
31043,Dakota,NE,Dakota County,Dakota County
31045,Dawes,NE,Dawes County,Dawes County
31047,Dawson,NE,Dawson County,Dawson County
31049,Deuel,NE,Deuel County,Deuel County
31051,Dixon,NE,Dixon County,Dixon County
31053,Dodge,NE,Dodge County,Dodge County
31055,Douglas,NE,Douglas County,Douglas County
31057,Dundy,NE,Dundy County,Dundy County
31059,Fillmore,NE,Fillmore County,Fillmore County
31061,Franklin,NE,Franklin County,Franklin County
31063,Frontier,NE,Frontier County,Frontier County
31065,Furnas,NE,Furnas County,Furnas County
31067,Gage,NE,Gage County,Gage County
31069,Garden,NE,Garden County,Garden County
31071,Garfield,NE,Garfield County,Garfield County
31073,Gosper,NE,Gosper County,Gosper County
31075,Grant,NE,Grant County,Grant County
31077,Greeley,NE,Greeley County,Greeley County
31079,Hall,NE,Hall County,Hall County
31081,Hamilton,NE,Hamilton County,Hamilton County
31083,Harlan,NE,Harlan County,Harlan County
31085,Hayes,NE,Hayes County,Hayes County
31087,Hitchcock,NE,Hitchcock County,Hitchcock County
31089,Holt,NE,Holt County,Holt County
31091,Hooker,NE,Hooker County,Hooker County
31093,Howard,NE,Howard County,Howard County
31095,Jefferson,NE,Jefferson County,Jefferson County
31097,Johnson,NE,Johnson County,Johnson County
31099,Kearney,NE,Kearney County,Kearney County
31101,Keith,NE,Keith County,Keith County
31103,Keya Paha,NE,Keya Paha County,Keya Paha County
31105,Kimball,NE,Kimball County,Kimball County
31107,Knox,NE,Knox County,Knox County
31109,Lancaster,NE,Lancaster County,Lancaster County
31111,Lincoln,NE,Lincoln County,Lincoln County
31113,Logan,NE,Logan County,Logan County
31115,Loup,NE,Loup County,Loup County
31117,McPherson,NE,McPherson County,McPherson County
31119,Madison,NE,Madison County,Madison County
31121,Merrick,NE,Merrick County,Merrick County
31123,Morrill,NE,Morrill County,Morrill County
31125,Nance,NE,Nance County,Nance County
31127,Nemaha,NE,Nemaha County,Nemaha County
31129,Nuckolls,NE,Nuckolls County,Nuckolls County
31131,Otoe,NE,Otoe County,Otoe County
31133,Pawnee,NE,Pawnee County,Pawnee County
31135,Perkins,NE,Perkins County,Perkins County
31137,Phelps,NE,Phelps County,Phelps County
31139,Pierce,NE,Pierce County,Pierce County
31141,Platte,NE,Platte County,Platte County
31143,Polk,NE,Polk County,Polk County
31145,Red Willow,NE,Red Willow County,Red Willow County
31147,Richardson,NE,Richardson County,Richardson County
31149,Rock,NE,Rock County,Rock County
31151,Saline,NE,Saline County,Saline County
31153,Sarpy,NE,Sarpy County,Sarpy County
31155,Saunders,NE,Saunders County,Saunders County
31157,Scotts Bluff,NE,Scotts Bluff County,Scotts Bluff County
31159,Seward,NE,Seward County,Seward County
31161,Sheridan,NE,Sheridan County,Sheridan County
31163,Sherman,NE,Sherman County,Sherman County
31165,Sioux,NE,Sioux County,Sioux County
31167,Stanton,NE,Stanton County,Stanton County
31169,Thayer,NE,Thayer County,Thayer County
31171,Thomas,NE,Thomas County,Thomas County
31173,Thurston,NE,Thurston County,Thurston County
31175,Valley,NE,Valley County,Valley County
31177,Washington,NE,Washington County,Washington County
31179,Wayne,NE,Wayne County,Wayne County
31181,Webster,NE,Webster County,Webster County
31183,Wheeler,NE,Wheeler County,Wheeler County
31185,York,NE,York County,York County
32001,Churchill,NV,Churchill County,Churchill County
32003,Clark,NV,Clark County,Clark County
32005,Douglas,NV,Douglas County,Douglas County
32007,Elko,NV,Elko County,Elko County
32009,Esmeralda,NV,Esmeralda County,Esmeralda County
32011,Eureka,NV,Eureka County,Eureka County
32013,Humboldt,NV,Humboldt County,Humboldt County
32015,Lander,NV,Lander County,Lander County
32017,Lincoln,NV,Lincoln County,Lincoln County
32019,Lyon,NV,Lyon County,Lyon County
32021,Mineral,NV,Mineral County,Mineral County
32023,Nye,NV,Nye County,Nye County
32027,Pershing,NV,Pershing County,Pershing County
32029,Storey,NV,Storey County,Storey County
32031,Washoe,NV,Washoe County,Washoe County
32033,White Pine,NV,White Pine County,White Pine County
32510,Carson City,NV,Carson City County,Carson City County
33001,Belknap,NH,Belknap County,Belknap County
33003,Carroll,NH,Carroll County,Carroll County
33005,Cheshire,NH,Cheshire County,Cheshire County
33007,Coos,NH,Coos County,Coos County
33009,Grafton,NH,Grafton County,Grafton County
33011,Hillsborough,NH,Hillsborough County,Hillsborough County
33013,Merrimack,NH,Merrimack County,Merrimack County
33015,Rockingham,NH,Rockingham County,Rockingham County
33017,Strafford,NH,Strafford County,Strafford County
33019,Sullivan,NH,Sullivan County,Sullivan County
34001,Atlantic,NJ,Atlantic County,Atlantic County
34003,Bergen,NJ,Bergen County,Bergen County
34005,Burlington,NJ,Burlington County,Burlington County
34007,Camden,NJ,Camden County,Camden County
34009,Cape May,NJ,Cape May County,Cape May County
34011,Cumberland,NJ,Cumberland County,Cumberland County
34013,Essex,NJ,Essex County,Essex County
34015,Gloucester,NJ,Gloucester County,Gloucester County
34017,Hudson,NJ,Hudson County,Hudson County
34019,Hunterdon,NJ,Hunterdon County,Hunterdon County
34021,Mercer,NJ,Mercer County,Mercer County
34023,Middlesex,NJ,Middlesex County,Middlesex County
34025,Monmouth,NJ,Monmouth County,Monmouth County
34027,Morris,NJ,Morris County,Morris County
34029,Ocean,NJ,Ocean County,Ocean County
34031,Passaic,NJ,Passaic County,Passaic County
34033,Salem,NJ,Salem County,Salem County
