Final State Abbreviation Standard,Final County,CNT
CA,Orange County,1
CA,Orange County,293
CA,Orange County,19
CA,Orange County,449
CA,Orange County,8
CA,Orange County,148
CA,Orange County,1044
CA,Orange County,2
CA,Orange County,257
CA,Orange County,1
CA,Orange County,459
CA,Orange County,328
CA,Orange County,189
CA,Orange County,13
#FIELD!,Hauts-de-Seine County,1
CA,Orange County,779
CA,Orange County,1
CA,Orange County,947
CA,Orange County,1177
CA,Orange County,740
CA,Orange County,697
CA,Orange County,741
CA,Orange County,716
ER,#FIELD!,1
CA,Orange County,5
ER,#FIELD!,1
CA,#FIELD!,1
#FIELD!,#FIELD!,1
CA,Orange County,909
CA,Orange County,2
CA,Orange County,154
#FIELD!,#FIELD!,1
CA,Orange County,2
#FIELD!,#FIELD!,1
CA,Orange County,1070
CA,Orange County,946
CA,Orange County,1
CA,Orange County,1550
CA,Orange County,1719
CA,Orange County,763
CA,Orange County,326
CA,Orange County,87
CA,Orange County,2
CA,Orange County,1
CA,Orange County,1
CA,Orange County,343
CA,Orange County,2
CA,Orange County,21
#FIELD!,#FIELD!,1
CA,Orange County,540
CA,Orange County,974
CA,Orange County,635
CA,Orange County,2
CA,Orange County,196
CA,Orange County,1
CA,Orange County,872
CA,Orange County,503
CA,Orange County,2
CA,Orange County,629
CA,Orange County,363
CA,Orange County,103
CA,Orange County,1
CA,Riverside County,412
CA,Orange County,29
CA,Orange County,4
CA,Orange County,225
CA,Orange County,157
CA,Orange County,463
CA,Orange County,547
CA,Orange County,218
CA,Orange County,668
CA,Orange County,1
CA,Riverside County,1
CA,Riverside County,36
CA,Riverside County,885
CA,Riverside County,925
CA,Riverside County,370
CA,Riverside County,792
CA,Riverside County,392
CA,Orange County,276
CA,Orange County,119
#FIELD!,#FIELD!,1
#FIELD!,#FIELD!,1
#FIELD!,#FIELD!,1
#FIELD!,Seine-Saint-Denis County,2
CA,Ventura County,457
CA,Ventura County,2
CA,Ventura County,600
CA,Ventura County,254
CA,Ventura County,1
CA,Ventura County,436
CA,Ventura County,1
CA,Ventura County,266
CA,Santa Barbara County,88
CA,Santa Barbara County,2
CA,Ventura County,182
CA,Ventura County,289
CA,Ventura County,26
CA,Ventura County,118
#FIELD!,#FIELD!,1
CA,Ventura County,762
CA,Ventura County,3
CA,Ventura County,847
CA,Ventura County,261
CA,Ventura County,651
#FIELD!,#FIELD!,1
CA,Ventura County,15
CA,Ventura County,323
CA,Ventura County,4
CA,Ventura County,16
#FIELD!,#FIELD!,1
CA,Ventura County,349
CA,Ventura County,2
CA,Ventura County,374
CA,Ventura County,670
CA,Ventura County,21
CA,Santa Barbara County,7
BY,Regensburg County,1
CA,Santa Barbara County,264
CA,Santa Barbara County,1
CA,Santa Barbara County,220
CA,Santa Barbara County,118
CA,Santa Barbara County,9
CA,Santa Barbara County,1
CA,Santa Barbara County,36
CA,Santa Barbara County,54
CA,Santa Barbara County,105
CA,Santa Barbara County,96
#FIELD!,#FIELD!,1
CA,Santa Barbara County,318
CA,Santa Barbara County,1
#FIELD!,#FIELD!,1
CA,Santa Barbara County,1
CA,Santa Barbara County,1
13,#FIELD!,1
CA,Tulare County,7
CA,Kings County,67
CA,Kern County,205
CA,Kings County,75
CA,Kern County,45
CA,Kern County,42
CA,Tulare County,2
CA,Tulare County,1
CA,Fresno County,183
CA,Kings County,288
CA,Kern County,480
CA,Tulare County,8
CA,Tulare County,48
CA,Kern County,4
CA,Tulare County,180
CA,Kern County,7
CA,Tulare County,130
CA,Kern County,6
CA,Kern County,29
CA,Kern County,1
CA,Tulare County,2
CA,Kings County,1236
CA,Kings County,1
SG,#FIELD!,4
CA,Fresno County,29
CA,Tulare County,47
CA,Kern County,22
CA,Kings County,14
CA,Kern County,143
CA,Kern County,119
CA,Fresno County,55
CA,#FIELD!,52
CA,Tulare County,4
CA,Kings County,726
CA,Kings County,12
CA,Tulare County,226
CA,Kern County,31
CA,Kern County,133
CA,Kern County,7
CA,Kern County,46
CA,Santa Barbara County,8
CA,Kern County,5
CA,Tulare County,35
CA,Tulare County,1224
CA,Tulare County,10
CA,Tulare County,1
CA,Tulare County,9
CA,Tulare County,8
CA,Kern County,332
CA,Tulare County,67
CA,Kings County,13
CA,Tulare County,53
CA,Kern County,411
CA,Tulare County,54
CA,Tulare County,23
CA,Tulare County,64
CA,Tulare County,1566
CA,Tulare County,1
CA,Kern County,4
CA,Tulare County,1178
CA,Tulare County,1
CA,Kern County,246
CA,Kern County,36
CA,Kern County,22
CA,Tulare County,117
CA,Kern County,2
CA,Tulare County,2
CA,Tulare County,899
CA,Tulare County,570
AC,Skellefteå Municipality County,1
CA,Kern County,1117
CA,Kern County,1577
CA,Kern County,1129
CA,Kern County,1290
CA,Kern County,1613
CA,Kern County,2210
CA,Kern County,1418
CA,Kern County,722
CA,Kern County,636
CA,Kern County,1006
CA,Kern County,262
#FIELD!,#FIELD!,1
#FIELD!,#FIELD!,1
BY,Kelheim County,1
CA,Kern County,1
CA,Kern County,2
CA,Kern County,1
CA,Kern County,3
CA,Kern County,1
CA,San Luis Obispo County,243
CA,San Luis Obispo County,73
CA,San Luis Obispo County,1
CA,San Luis Obispo County,160
CA,San Luis Obispo County,4
CA,San Luis Obispo County,2
CA,San Luis Obispo County,279
CA,San Luis Obispo County,2
CA,San Luis Obispo County,501
CA,San Luis Obispo County,1
CA,San Luis Obispo County,8
CA,Monterey County,11
CA,Santa Barbara County,31
CA,San Luis Obispo County,83
CA,Santa Barbara County,2
CA,San Luis Obispo County,16
CA,San Luis Obispo County,5
CA,San Luis Obispo County,124
CA,Santa Barbara County,75
CA,Santa Barbara County,850
CA,Santa Barbara County,37
CA,Santa Barbara County,1
#FIELD!,#FIELD!,2
CA,Santa Barbara County,6
CA,Santa Barbara County,8
CA,San Luis Obispo County,62
CA,San Luis Obispo County,186
CA,San Luis Obispo County,82
CA,San Luis Obispo County,601
CA,San Luis Obispo County,2
CA,San Luis Obispo County,77
CA,Monterey County,1
CA,San Luis Obispo County,34
CA,San Luis Obispo County,7
CA,San Luis Obispo County,20
CA,Santa Barbara County,516
CA,Santa Barbara County,462
CA,Santa Barbara County,2
CA,Santa Barbara County,1
CA,Santa Barbara County,554
CA,Santa Barbara County,40
CA,San Luis Obispo County,10
CA,Santa Barbara County,51
CA,San Luis Obispo County,69
CA,Kern County,208
CA,Kern County,614
CA,Los Angeles County,83
#FIELD!,#FIELD!,1
CA,Mono County,1
CA,Inyo County,17
CA,Inyo County,144
CA,Inyo County,1
CA,Kern County,62
CA,Mono County,31
CA,Kern County,3
CA,Kern County,1
CA,Kern County,54
CA,Kern County,13
CA,Inyo County,5
CA,Kern County,29
CA,Mono County,3
CA,Kern County,15
CA,Los Angeles County,16
CA,Los Angeles County,1402
CA,Los Angeles County,1876
CA,Los Angeles County,1306
CA,Los Angeles County,5
CA,Los Angeles County,170
CA,Los Angeles County,9
CA,Inyo County,34
CA,Mono County,107
CA,Inyo County,9
CA,Los Angeles County,2111
CA,Los Angeles County,915
CA,Los Angeles County,668
CA,Los Angeles County,40
CA,Kern County,1
CA,Kern County,621
CA,San Bernardino County,1
CA,Kern County,437
CA,Kern County,353
CA,Inyo County,30
CA,Los Angeles County,2
CA,Kern County,2
CA,Los Angeles County,1
CA,Los Angeles County,1
CA,Los Angeles County,2
CA,Los Angeles County,126
CA,Inyo County,2
CA,Madera County,8
CA,Fresno County,24
CA,Madera County,14
CA,Fresno County,7
CA,Fresno County,6
CA,Fresno County,126
CA,Madera County,276
CA,Fresno County,591
CA,Fresno County,1401
CA,Fresno County,1
CA,Madera County,223
CA,Tulare County,40
CA,Fresno County,18
CA,Tulare County,313
CA,Fresno County,391
CA,Merced County,203
CA,Fresno County,9
CA,Fresno County,74
CA,Fresno County,4
CA,Fresno County,102
CA,Fresno County,36
CA,Fresno County,1
CA,Fresno County,1
CA,Fresno County,183
CA,Fresno County,199
CA,Fresno County,1
CA,Fresno County,12
CA,Merced County,623
CA,Madera County,145
CA,Madera County,645
CA,Madera County,616
CA,Fresno County,124
CA,Fresno County,1
CA,Madera County,28
CA,Madera County,111
#FIELD!,#FIELD!,4
CA,Fresno County,80
CA,Tulare County,100
CA,Fresno County,176
CA,Fresno County,79
CA,Fresno County,8
CA,Fresno County,3
CA,Madera County,14
CA,Fresno County,296
CA,Fresno County,60
CA,Fresno County,508
CA,Fresno County,25
CA,Fresno County,593
CA,Fresno County,11
CA,Merced County,4
CA,Tulare County,2
CA,Fresno County,19
CA,Fresno County,4
CA,Madera County,7
CA,Fresno County,3
CA,Fresno County,28
CA,Fresno County,437
CA,Fresno County,1128
CA,Fresno County,1001
CA,Fresno County,812
CA,Fresno County,1150
CA,Fresno County,979
CA,Fresno County,1013
CA,Fresno County,550
CA,Fresno County,2
CA,Fresno County,1477
CA,Fresno County,220
CA,Fresno County,1618
CA,Fresno County,187
CA,Fresno County,563
CA,Fresno County,1522
CA,Fresno County,1684
CA,Fresno County,518
CA,Fresno County,1
CA,Fresno County,184
#FIELD!,#FIELD!,64
CA,Fresno County,3
CA,Fresno County,1
13,#FIELD!,1
CA,Fresno County,1
#FIELD!,#FIELD!,1
CA,Monterey County,374
CA,Monterey County,3
#FIELD!,#FIELD!,1
CA,Monterey County,422
CA,Monterey County,616
CA,Monterey County,210
CA,Monterey County,66
CA,Monterey County,4
CA,Monterey County,1
#FIELD!,#FIELD!,5
CA,Monterey County,10
CA,Monterey County,1
CA,Monterey County,52
#FIELD!,#FIELD!,16
CA,Monterey County,70
CA,Monterey County,92
CA,Monterey County,3
CA,Monterey County,107
CA,Monterey County,261
CA,Monterey County,299
CA,Monterey County,11
CA,Monterey County,1
CA,Monterey County,5
CA,Monterey County,73
CA,Monterey County,36
CA,Monterey County,2
CA,Monterey County,375
ER,#FIELD!,1
CA,Monterey County,198
CA,Monterey County,2
#FIELD!,#FIELD!,1
ER,#FIELD!,4
CA,San Mateo County,262
#FIELD!,#FIELD!,1
CA,San Mateo County,61
CA,San Mateo County,190
CA,#FIELD!,1
CA,San Mateo County,689
CA,San Mateo County,589
CA,San Mateo County,2
CA,San Mateo County,50
CA,San Mateo County,3
CA,Santa Clara County,77
CA,Santa Clara County,31
CA,San Mateo County,309
CA,San Mateo County,1
CA,San Mateo County,115
CA,San Mateo County,10
CA,San Mateo County,119
CA,Santa Clara County,1
CA,San Mateo County,3
CA,San Mateo County,10
CA,Santa Clara County,274
CA,Santa Clara County,108
CA,Santa Clara County,181
CA,San Mateo County,235
CA,San Mateo County,22
#FIELD!,#FIELD!,195
CA,#FIELD!,116
CA,#FIELD!,436
#FIELD!,#FIELD!,1
CA,#FIELD!,65
CA,San Mateo County,340
CA,San Mateo County,132
CA,San Mateo County,730
CA,San Mateo County,4
CA,Santa Clara County,173
CA,Santa Clara County,293
CA,Santa Clara County,245
CA,Santa Clara County,147
CA,San Francisco County,755
CA,San Francisco County,871
CA,San Francisco County,26
CA,San Francisco County,102
CA,San Francisco County,315
CA,San Francisco County,88
CA,San Francisco County,542
CA,San Francisco County,965
CA,San Francisco County,83
CA,San Francisco County,1278
#FIELD!,#FIELD!,1
CA,San Francisco County,736
CA,San Francisco County,304
CA,San Francisco County,185
CA,San Francisco County,450
CA,San Francisco County,166
CA,San Francisco County,1
CA,San Francisco County,213
CA,San Francisco County,210
CA,San Francisco County,132
CA,San Francisco County,650
CA,San Francisco County,1
CA,San Francisco County,4
CA,San Francisco County,174
CA,San Francisco County,181
CA,San Francisco County,19
CA,San Francisco County,58
CA,San Francisco County,363
CA,San Francisco County,270
CA,San Francisco County,136
CA,San Francisco County,343
CA,San Francisco County,1
CA,San Francisco County,11
BD,Piteå Municipality County,1
CA,San Francisco County,77
CA,San Francisco County,1
CA,San Francisco County,1
CA,San Francisco County,2
#FIELD!,Val-de-Marne County,1
CA,Sacramento County,1
CA,Sacramento County,1
CA,Sacramento County,1
#FIELD!,#FIELD!,1
ST,#FIELD!,1
CA,Sacramento County,4
#FIELD!,#FIELD!,1
CA,Sacramento County,1
ER,#FIELD!,1
CA,Sacramento County,1
CA,Santa Clara County,97
CA,Santa Clara County,353
CA,Santa Clara County,54
CA,Santa Clara County,37
CA,Santa Clara County,130
#FIELD!,Val-de-Marne County,2
BY,Straubing-Bogen County,2
CA,San Mateo County,171
CA,San Mateo County,168
CA,San Mateo County,268
CA,San Mateo County,231
#FIELD!,Val-de-Marne County,1
#FIELD!,#FIELD!,2
#FIELD!,Val-de-Marne County,1
CA,Alameda County,838
CA,Alameda County,43
CA,Napa County,220
CA,Contra Costa County,107
CA,Contra Costa County,89
CA,Contra Costa County,41
CA,Napa County,7
CA,Contra Costa County,1905
CA,Solano County,508
CA,Contra Costa County,30
CA,Solano County,1
CA,Contra Costa County,776
CA,Contra Costa County,23
CA,Napa County,24
CA,Contra Costa County,43
CA,Contra Costa County,338
CA,Contra Costa County,182
CA,Contra Costa County,678
CA,Contra Costa County,414
CA,Contra Costa County,326
CA,Contra Costa County,1
CA,Contra Costa County,40
CA,Contra Costa County,250
CA,Contra Costa County,1
CA,Contra Costa County,175
CA,Contra Costa County,842
CA,Solano County,1461
CA,Solano County,476
#FIELD!,#FIELD!,66
CA,Alameda County,636
CA,Alameda County,1
CA,Alameda County,860
CA,Alameda County,328
CA,Alameda County,1211
CA,Alameda County,133
CA,Alameda County,1061
CA,Alameda County,444
CA,Alameda County,379
CA,Contra Costa County,194
CA,Contra Costa County,3
CA,Contra Costa County,151
CA,Alameda County,303
CA,Alameda County,420
CA,Alameda County,43
CA,Contra Costa County,393
CA,Alameda County,166
CA,Contra Costa County,46
CA,Alameda County,1
CA,Napa County,437
CA,Napa County,236
CA,Alameda County,434
CA,Contra Costa County,515
CA,Contra Costa County,51
CA,Contra Costa County,205
CA,Contra Costa County,1756
CA,Alameda County,204
CA,Napa County,3
CA,Alameda County,585
CA,Contra Costa County,5
CA,Contra Costa County,1
CA,Solano County,77
CA,Contra Costa County,118
CA,Napa County,26
CA,Contra Costa County,3
CA,Alameda County,658
CA,Alameda County,600
CA,Alameda County,241
CA,Alameda County,356
CA,Contra Costa County,199
CA,Contra Costa County,225
CA,Solano County,483
CA,Alameda County,3
CA,Alameda County,636
CA,Alameda County,293
CA,Solano County,571
CA,Solano County,942
CA,Solano County,878
CA,Solano County,17
#FIELD!,#FIELD!,1
CA,Contra Costa County,55
CA,Contra Costa County,165
CA,Contra Costa County,159
CA,Contra Costa County,205
CA,Napa County,12
CA,Alameda County,1014
CA,Alameda County,348
CA,Alameda County,768
CA,Alameda County,4
CA,Alameda County,945
CA,Alameda County,640
CA,Alameda County,615
CA,Alameda County,475
CA,Alameda County,342
CA,Alameda County,284
CA,Alameda County,242
CA,Alameda County,377
CA,Alameda County,2
CA,Alameda County,3
CA,Alameda County,4
CA,Alameda County,1
CA,Alameda County,83
CA,Alameda County,265
CA,Alameda County,4
CA,Alameda County,958
CA,Alameda County,1
#FIELD!,#FIELD!,1
#FIELD!,#FIELD!,1
#FIELD!,#FIELD!,1
CA,Alameda County,9
CA,Alameda County,4
#FIELD!,#FIELD!,1
CA,Alameda County,207
CA,Alameda County,240
CA,Alameda County,137
CA,Alameda County,111
CA,Alameda County,88
CA,Alameda County,28
CA,Alameda County,21
CA,Alameda County,33
CA,Alameda County,90
CA,Alameda County,24
#FIELD!,#FIELD!,1
CA,Contra Costa County,537
CA,Contra Costa County,2
CA,Contra Costa County,323
CA,Contra Costa County,791
CA,Contra Costa County,192
CA,Contra Costa County,948
CA,Contra Costa County,2
CA,Contra Costa County,1
#FIELD!,#FIELD!,1
#FIELD!,#FIELD!,1
#FIELD!,#FIELD!,1
CA,Marin County,222
CA,Marin County,124
CA,Marin County,55
CA,Marin County,1
CA,Marin County,2
CA,#FIELD!,35
CA,Sonoma County,1
CA,Sonoma County,16
CA,Marin County,41
CA,Sonoma County,1
CA,Sonoma County,450
CA,Marin County,14
CA,Sonoma County,67
CA,Marin County,3
CA,Marin County,12
CA,Marin County,1
CA,Marin County,32
CA,Marin County,82
CA,Marin County,1
CA,Marin County,259
CA,Marin County,1
CA,Marin County,112
CA,Marin County,90
CA,Sonoma County,19
CA,Sonoma County,190
CA,Sonoma County,207
CA,Marin County,21
CA,Marin County,2
CA,Marin County,42
CA,Marin County,4
CA,Marin County,55
CA,Marin County,11
CA,Marin County,3
CA,Marin County,1
CA,Santa Cruz County,1
CA,San Francisco Bay Area County,19
CA,Santa Cruz County,98
CA,San Benito County,35
CA,Santa Cruz County,25
CA,Santa Cruz County,39
CA,Santa Cruz County,1
CA,Santa Clara County,682
CA,Santa Cruz County,61
CA,Santa Clara County,1
CA,Monterey County,102
CA,Santa Clara County,177
CA,Santa Cruz County,8
CA,Santa Cruz County,40
CA,Santa Cruz County,31
CA,Santa Clara County,557
#FIELD!,#FIELD!,1
CA,San Benito County,675
CA,Santa Clara County,37
CA,Santa Clara County,87
CA,Santa Clara County,26
CA,Santa Clara County,574
CA,Santa Clara County,379
CA,Monterey County,17
#FIELD!,#FIELD!,6
CA,San Benito County,37
CA,Santa Clara County,41
CA,Santa Clara County,287
CA,Santa Clara County,508
CA,Santa Clara County,5
CA,Santa Clara County,479
CA,Santa Cruz County,390
CA,Santa Cruz County,320
CA,Santa Cruz County,1
CA,Santa Cruz County,39
CA,Santa Cruz County,44
CA,Santa Cruz County,60
CA,Santa Cruz County,16
CA,Santa Clara County,57
CA,Santa Cruz County,51
CA,Santa Cruz County,555
CA,Santa Cruz County,1
#FIELD!,#FIELD!,1
#FIELD!,Val-d'Oise County,2
CA,Santa Clara County,2
CA,Santa Clara County,1
CA,Santa Clara County,315
CA,Santa Clara County,800
CA,Santa Clara County,1081
CA,Santa Clara County,82
CA,Santa Clara County,632
CA,Santa Clara County,243
CA,Santa Clara County,263
CA,Santa Clara County,189
CA,Santa Clara County,133
CA,Santa Clara County,373
CA,Santa Clara County,822
CA,Santa Clara County,1548
CA,Santa Clara County,316
CA,Santa Clara County,521
CA,Santa Clara County,476
CA,Santa Clara County,705
CA,Santa Clara County,385
CA,Santa Clara County,174
CA,Santa Clara County,65
CA,Santa Clara County,496
CA,Santa Clara County,280
CA,Santa Clara County,433
CA,Santa Clara County,243
CA,Santa Clara County,64
CA,Santa Clara County,451
CA,Santa Clara County,129
CA,Santa Clara County,35
#FIELD!,#FIELD!,3
CA,Santa Clara County,3
CA,Santa Clara County,293
CA,Santa Clara County,2
CA,Santa Clara County,1
BY,Wunsiedel County,1
CA,Santa Clara County,11
CA,San Joaquin County,5
CA,San Joaquin County,276
CA,San Joaquin County,448
CA,San Joaquin County,687
CA,San Joaquin County,863
CA,San Joaquin County,1300
CA,San Joaquin County,1709
CA,San Joaquin County,1
CA,San Joaquin County,828
CA,San Joaquin County,1113
CA,San Joaquin County,21
CA,San Joaquin County,407
CA,San Joaquin County,351
CA,San Joaquin County,513
CA,San Joaquin County,59
CA,Calaveras County,1
CA,Calaveras County,63
CA,Calaveras County,81
CA,Calaveras County,2
CA,Calaveras County,4
CA,San Joaquin County,14
CA,Calaveras County,39
CA,San Joaquin County,2
CA,San Joaquin County,51
CA,Calaveras County,1
CA,Calaveras County,2
CA,San Joaquin County,41
CA,San Joaquin County,31
CA,San Joaquin County,713
CA,San Joaquin County,1
CA,San Joaquin County,330
#FIELD!,#FIELD!,1
CA,Calaveras County,24
CA,Calaveras County,5
CA,Calaveras County,37
CA,Calaveras County,2
CA,Calaveras County,56
CA,Calaveras County,18
CA,Calaveras County,112
CA,Calaveras County,3
CA,Calaveras County,15
CA,Calaveras County,5
CA,San Joaquin County,121
CA,San Joaquin County,1
#FIELD!,#FIELD!,1
#FIELD!,#FIELD!,1
BD,Kalix Municipality County,1
CA,Merced County,929
CA,Merced County,6
CA,San Joaquin County,208
CA,Tuolumne County,2
CA,Mariposa County,3
CA,Stanislaus County,718
#FIELD!,#FIELD!,1
CA,Tuolumne County,1
CA,Tuolumne County,25
CA,Mariposa County,19
CA,Merced County,19
CA,Stanislaus County,16
CA,Merced County,200
CA,Stanislaus County,72
CA,Merced County,1
CA,Mariposa County,1
CA,Stanislaus County,21
CA,San Joaquin County,144
CA,Tuolumne County,38
CA,Merced County,104
CA,Stanislaus County,21
#FIELD!,#FIELD!,83
CA,Stanislaus County,151
CA,Tuolumne County,69
CA,Stanislaus County,59
CA,Stanislaus County,117
CA,San Joaquin County,396
CA,Merced County,21
CA,Merced County,110
CA,Tuolumne County,3
CA,San Joaquin County,879
CA,San Joaquin County,605
CA,Mariposa County,121
ER,#FIELD!,1
CA,Merced County,889
CA,Merced County,680
CA,Merced County,4
CA,Merced County,1
CA,Mariposa County,8
CA,Tuolumne County,3
CA,Merced County,666
CA,Stanislaus County,1458
CA,Stanislaus County,1191
CA,Stanislaus County,1
CA,Stanislaus County,1
CA,Stanislaus County,940
CA,Stanislaus County,1109
CA,Stanislaus County,534
CA,Stanislaus County,255
CA,Stanislaus County,417
CA,Stanislaus County,154
CA,Stanislaus County,448
CA,Stanislaus County,435
CA,Merced County,21
CA,San Joaquin County,176
CA,Stanislaus County,265
CA,Stanislaus County,133
CA,Merced County,8
CA,Tuolumne County,336
CA,Tuolumne County,12
CA,Merced County,28
CA,San Joaquin County,764
CA,San Joaquin County,395
CA,San Joaquin County,1
#FIELD!,#FIELD!,74
CA,Stanislaus County,826
CA,Stanislaus County,515
CA,Tuolumne County,37
CA,San Joaquin County,4
CA,Stanislaus County,119
CA,Stanislaus County,6
CA,Merced County,148
#FIELD!,#FIELD!,8
ER,#FIELD!,1
CA,San Joaquin County,147
CA,Sonoma County,758
CA,Sonoma County,463
CA,Sonoma County,462
CA,Sonoma County,161
CA,Sonoma County,1
CA,Sonoma County,510
CA,Sonoma County,171
CA,Mendocino County,3
CA,Mendocino County,2
CA,Sonoma County,1
CA,Sonoma County,1
CA,Sonoma County,7
CA,Lake County,302
CA,Lake County,84
CA,Lake County,1
CA,Sonoma County,68
CA,Lake County,11
CA,Mendocino County,8
CA,Sonoma County,1
BD,#FIELD!,1
CA,Lake County,1
CA,Sonoma County,25
CA,Mendocino County,113
CA,Sonoma County,6
CA,Sonoma County,7
CA,Sonoma County,9
CA,Lake County,3
CA,Sonoma County,3
CA,Mendocino County,6
CA,Sonoma County,44
CA,Sonoma County,71
CA,Mendocino County,19
CA,Sonoma County,2
CA,Lake County,161
CA,Sonoma County,9
CA,Lake County,143
CA,Mendocino County,10
CA,Mendocino County,2
CA,Lake County,39
CA,Lake County,58
CA,Mendocino County,11
CA,Mendocino County,10
CA,Lake County,49
CA,Sonoma County,4
CA,Lake County,58
CA,Sonoma County,2
CA,Mendocino County,5
CA,Lake County,40
CA,Mendocino County,6
CA,Mendocino County,8
CA,Mendocino County,37
CA,Sonoma County,1
CA,Sonoma County,93
CA,Sonoma County,175
CA,Mendocino County,339
CA,Lake County,54
CA,Mendocino County,1
CA,Mendocino County,138
CA,Sonoma County,165
CA,Lake County,8
CA,Mendocino County,1
CA,Humboldt County,366
CA,Humboldt County,3
CA,Humboldt County,210
CA,Humboldt County,1
CA,Humboldt County,138
CA,Humboldt County,240
CA,Humboldt County,4
CA,Humboldt County,21
CA,Humboldt County,1
CA,Humboldt County,3
#FIELD!,#FIELD!,1
CA,Del Norte County,372
CA,Humboldt County,16
CA,Humboldt County,1
CA,Humboldt County,137
CA,Humboldt County,32
CA,Del Norte County,5
CA,Humboldt County,1
CA,Humboldt County,22
CA,Humboldt County,4
CA,Del Norte County,9
CA,Humboldt County,2
CA,Humboldt County,21
CA,Trinity County,2
CA,Humboldt County,5
CA,Humboldt County,5
CA,Humboldt County,4
CA,Humboldt County,7
CA,Humboldt County,24
CA,Trinity County,2
CA,Humboldt County,12
CA,Humboldt County,5
CA,Del Norte County,26
CA,Humboldt County,25
CA,Humboldt County,1
CA,Humboldt County,16
CA,Mendocino County,1
CA,Mendocino County,2
CA,Humboldt County,8
CA,Trinity County,1
CA,Amador County,1
CA,Placer County,147
CA,Placer County,522
CA,Placer County,1
CA,Yolo County,336
CA,Yolo County,24
CA,Yolo County,2
CA,Sacramento County,1255
CA,Sacramento County,2
CA,Sacramento County,931
CA,Sacramento County,1
CA,Yolo County,8
CA,El Dorado County,18
CA,Sacramento County,2
CA,Yolo County,326
CA,Yolo County,1
CA,Yolo County,181
CA,El Dorado County,54
CA,Solano County,211
CA,Sacramento County,1049
CA,El Dorado County,33
CA,Sacramento County,814
CA,Sacramento County,57
CA,Yolo County,38
CA,Sacramento County,552
CA,Amador County,8
CA,Sacramento County,720
CA,Placer County,47
CA,Sacramento County,364
CA,El Dorado County,32
CA,El Dorado County,51
CA,El Dorado County,17
CA,El Dorado County,7
CA,Sacramento County,17
CA,Sacramento County,3
CA,Amador County,87
CA,Sacramento County,22
CA,Amador County,141
CA,Yolo County,16
CA,Amador County,5
CA,Placer County,741
CA,Placer County,99
CA,El Dorado County,5
CA,Sacramento County,66
CA,Yolo County,4
CA,Amador County,1
CA,Sacramento County,73
CA,Placer County,56
CA,Sutter County,8
CA,Sacramento County,1131
CA,Placer County,470
CA,Sacramento County,392
CA,Placer County,8
CA,El Dorado County,1
CA,Amador County,23
CA,Amador County,38
CA,El Dorado County,408
CA,Sutter County,8
CA,Amador County,16
CA,Sacramento County,1125
CA,El Dorado County,24
CA,Sacramento County,335
CA,Sutter County,15
CA,Placer County,523
CA,Placer County,952
CA,Placer County,14
CA,El Dorado County,329
CA,Sacramento County,49
CA,El Dorado County,15
CA,Amador County,38
CA,San Joaquin County,7
CA,Solano County,860
CA,Solano County,429
CA,Amador County,4
CA,Sacramento County,19
CA,Yolo County,758
CA,Yuba County,124
CA,Sacramento County,43
CA,Yolo County,92
CA,Yolo County,477
CA,Solano County,1
CA,Yolo County,1
CA,Yolo County,1
CA,Amador County,2
CA,Placer County,6
CA,Placer County,5
CA,El Dorado County,29
CA,Placer County,92
CA,Placer County,1
CA,Placer County,3
CA,Placer County,2
CA,El Dorado County,3
CA,Placer County,26
CA,Nevada County,1
CA,El Dorado County,73
CA,Placer County,9
CA,Sacramento County,3
CA,Sacramento County,253
#FIELD!,#FIELD!,1
CA,Placer County,93
CA,Placer County,782
CA,Sacramento County,551
CA,Sacramento County,905
CA,Sacramento County,1
#FIELD!,#FIELD!,1
CA,El Dorado County,272
CA,Sacramento County,1
CA,Placer County,413
CA,Yolo County,346
ER,#FIELD!,1
CA,Sacramento County,380
CA,Sacramento County,1
CA,Sacramento County,328
CA,Sacramento County,1331
CA,Sacramento County,494
CA,Sacramento County,388
CA,Sacramento County,490
CA,Sacramento County,338
CA,Sacramento County,1020
CA,Sacramento County,1168
CA,Sacramento County,927
CA,Sacramento County,2303
CA,Sacramento County,1174
CA,Sacramento County,1117
CA,Sacramento County,946
CA,Sacramento County,468
CA,Sacramento County,1436
CA,Sacramento County,370
CA,Sacramento County,7
CA,Sacramento County,628
CA,Sacramento County,264
CA,Sacramento County,1140
CA,Sacramento County,885
CA,Sacramento County,535
CA,Sacramento County,1
CA,Sacramento County,88
CA,Sacramento County,1437
CA,Sacramento County,1
CA,Sacramento County,704
CA,Sacramento County,938
CA,Sacramento County,796
CA,Sacramento County,1
#FIELD!,#FIELD!,1
CA,Sacramento County,1
#FIELD!,#FIELD!,1
CA,Sacramento County,875
CA,Sacramento County,1
CA,Sacramento County,1
CA,Yuba County,872
#FIELD!,#FIELD!,25
CA,Colusa County,44
CA,Glenn County,1
CA,Butte County,23
CA,Plumas County,1
CA,Butte County,7
CA,Butte County,28
CA,Yuba County,12
CA,Yuba County,5
CA,Yuba County,2
CA,Yuba County,2
CA,Butte County,733
CA,Butte County,3
CA,Butte County,824
CA,Butte County,3
CA,Colusa County,117
CA,Plumas County,8
CA,Yuba County,1
CA,Sierra County,4
CA,Yolo County,24
CA,Butte County,31
CA,Glenn County,1
CA,Butte County,4
CA,Butte County,5
